,year,week,ln_dept_desc,sub_ln_catg_grp_desc,total_quantity,total_sales,total_margin
41150,2019,01,STATIONERY,HOME OFFICE,364,1820.15,1078.6657
41151,2019,01,TOYS AND HOBBIES,FIGURES,277,6003.09,3245.2672
41152,2019,01,MAJOR HOME APPLIANCES,FANS AND ACCESSORIES,150,4257.51,1849.4028
41153,2019,01,TOYS AND HOBBIES,ACTIVITIES,296,3337.77,1967.9285
41154,2019,01,KIDSWORLD,FURNITURE ACC,26,674.14,359.75
41155,2019,01,TOYS AND HOBBIES,CONSTRUCTION,152,4062.72,2273.6163
41156,2019,01,STATIONERY,ARTS & CRAFTS,632,2576.51,1697.5285
41157,2019,01,HEALTH CARE,ORAL CARE,6374,41023.58,20208.8946
41158,2019,01,SPORT GD ATHLETIC ,LUGGAGE,102,2535.18,1241.3525
41159,2019,01,TOYS AND HOBBIES,RADIO CONTROL VEHICLES,36,1186.64,770.9304
41160,2019,01,GROCERY PERISHABLES,FRUIT,1409,6831.28,1430.944
41161,2019,01,HEALTH CARE,EYE CARE,424,6115.7,3466.1323
41162,2019,01,TOYS AND HOBBIES,POOLS,67,1332.93,596.3458
41163,2019,01,TOYS AND HOBBIES,SMALL GIRLS TOYS,694,12248.82,5701.964
41164,2019,01,TOYS AND HOBBIES,BOARD GAMES,152,3181.07,1878.5607
41165,2019,01,TOYS AND HOBBIES,SMALL / MINI VEHICLES,896,3478.72,1938.7373
41166,2019,01,KIDSWORLD,HAWAII CHILDREN,182,3004.2,1612.4579999999999
41167,2019,01,HEALTH CARE,GENERAL HEALTH,2233,17804.92,11488.6654
41168,2019,01,TOYS AND HOBBIES,PLAY BALLS,150,2929.85,1856.0706
41169,2019,01,HOUSEHOLD GOODS,HEATING APPLIANCES,251,6854.04,2442.0455
41170,2019,01,HOUSEHOLD GOODS,MICROWAVES & REFRIGERATO,73,4263.21,1398.0173
41171,2019,01,HOUSEHOLD GOODS,DINNERWARE,877,1073.13,627.4025
41172,2019,01,HOUSEHOLD GOODS,ASOTV,190,4322.13,2240.2313
41173,2019,01,SEASONAL,HOME DECORATIONS,1,1.49,0.946
41174,2019,01,TOBACCO & ALCOHOL,WINE/LIQUOR,470,6216.1,1152.0392
41175,2019,01,FOOD,CARBONATED SOFT DRINK,4169,8248.66,2794.6613
41176,2019,01,KIDSWORLD,BIBS/FEEDING,633,6280.07,3562.4669
41177,2019,01,STATIONERY,WRITING SUPPLIES,356,2183.45,1368.6141
41178,2019,01,"CARDS, WRAP & PARTY",SBT AG WRAP,699,2257.98,1125.275
41179,2019,01,SPORT GD ATHLETIC ,LURES / TACKLE / TACKLE,206,1215.24,713.28
41180,2019,01,FOOD,SALTY SNACKS,10285,26080.76,9061.8599
41181,2019,01,TOYS AND HOBBIES,PRESCHOOL,120,2729.87,1540.9014
41182,2019,01,WOMENS,ROUTE 66,55,368.2,252.18200000000002
41183,2019,01,FOOTWEAR,CASUALS,135,2173.54,1418.0902
41184,2019,01,HOUSEHOLD,CAT FOODS,1220,6456.08,2577.5155
41185,2019,01,HOUSEHOLD,DOG ACCESSORIES,713,7424.3,4877.7696
41186,2019,01,STATIONERY,PRIMARY,422,1622.87,837.8535
41187,2019,01,BEAUTY CARE,SPECIALTY,1073,4404.45,2349.6812
41188,2019,01,FOOD,BK DAIRY (REFRIGERATED F,2239,5533.56,1514.6174
41189,2019,01,SPORT GD ATHLETIC ,BIKES,10,873.9,372.7296
41190,2019,01,HOUSEHOLD GOODS,CANDLES / ACCESSORIES,347,1763.17,1241.3073
41191,2019,01,BEAUTY CARE,MAYBELLINE,410,4240.33,2403.5698
41192,2019,01,WOMENS,BODY/ACTIVE WEAR,298,4335.8,3029.6795
41193,2019,01,INTIMATE & ACC.,PACKAGE PANTIES,490,3741.73,2212.0123
41194,2019,01,FOOD,SHELF STABLE JUICES & DRINKS,8732,16107.12,5479.4063
41195,2019,01,BEAUTY CARE,COVER GIRL,229,2111.37,1050.6911
41196,2019,01,FOOTWEAR,CASUALS,56,736.39,479.44
41197,2019,01,FOOD,SINGLE SERVE,2092,2990.21,1205.8797
41198,2019,01,TOYS AND HOBBIES,SWING SETS,22,4436.46,1343.1159
41199,2019,01,CAR CARE,BATTERIES,20,2474.8,834.8
41200,2019,01,BEAUTY CARE,SKIN CARE,2504,23487.09,11401.9607
41201,2019,01,OUTDOOR LIVING,GRILLS,54,1035.64,350.5984
41202,2019,01,OUTDOOR LIVING,RESIN FURNITURE,49,776.51,452.72
41203,2019,01,MENSWEAR,MENS HAWAII,1265,14362.97,6615.704000000001
41204,2019,01,HOUSEHOLD,DOG FOOD,3908,29929.46,11857.5152
41205,2019,01,HOUSEHOLD GOODS,CLOSET ACCESSORIES,468,4333.89,2386.3783
41206,2019,01,SPORT GD ATHLETIC ,OUTDOOR CAMPING / SLEEPI,89,4957.37,2337.2866
41207,2019,01,FOOD,KS - CANDY & GUM,1366,4553.08,1787.2256
41208,2019,01,SPORT GD ATHLETIC ,COOLERS / JUGS / LUNCH K,96,2053.69,1120.4398
41209,2019,01,FOOD,BAKING NEEDS,939,3087.3,1004.2798
41210,2019,01,HOME ELECTRONICS,COMPUTERS,5,659.95,291.95
41211,2019,01,HARDWARE,STORAGE SYSTEMS,48,1851.97,594.8473
41212,2019,01,FOOD,HOT BEVERAGES,4432,16841.51,5803.2215
41213,2019,01,HOME ELECTRONICS,DVD HARDWARE,20,967.19,242.19
41214,2019,01,READERS MARKET,KS - SOUVENIRS,847,3927.78,1951.665
41215,2019,01,FOOD,TAKE HOME,32791,164239.37,43095.2549
41216,2019,01,WOMENS,SWIMWEAR,2,49.98,24.98
41217,2019,01,MAJOR HOME APPLIANCES,AIR CONDITIONERS,49,8563.09,2297.698
41218,2019,01,FOOTWEAR,BEACH,416,3585.07,2174.244
41219,2019,01,TOYS AND HOBBIES,BEACH / YARD TOYS,307,1065.74,458.4397
41220,2019,01,HOME ELECTRONICS,TUBE TELEVISIONS,21,8415.91,2437.91
41221,2019,01,KIDSWORLD,BOY UNDERWEAR,257,1722.7,952.9648
41222,2019,01,HEALTH CARE,NUTRITION,508,5668.56,1937.9288
41223,2019,01,HOUSEHOLD,CAT LITTER/PANS,253,3272.23,1353.5749
41224,2019,01,HEALTH CARE,DIGESTIVE HEALTH,2747,23617.07,10216.5822
41225,2019,01,HOUSEHOLD GOODS,WASTE/LAUNDRY,179,2554.07,1280.0842
41226,2019,01,HOUSEHOLD,DOG TREATS,864,5785.98,2630.2839
41227,2019,01,HOUSEHOLD GOODS,TOTES,756,6181.46,2735.7148
41228,2019,01,BEAUTY CARE,BATH AND BODY,544,3527.42,1727.4465
41229,2019,01,HOME ELECTRONICS,TELEPHONE/ACCESSORIES,63,2487.95,925.09
41230,2019,01,SOFT HOME,SHOWER CURTAINS,143,1980.23,1210.3189
41231,2019,01,HOUSEHOLD GOODS,FOOD STORAGE,268,1947.03,1053.0141
41232,2019,01,FOOD,ETHNIC FOODS,21978,70895.0,17895.4907
41233,2019,01,FOOD,CHRISTMAS CANDY,225,709.58,117.59
41234,2019,01,FOOTWEAR,BEACH,303,4851.05,2621.8379999999997
41235,2019,01,TOBACCO & ALCOHOL,BEER,2087,21436.33,4510.8025
41236,2019,01,FOOD,COOKIES,8115,28275.86,9973.7012
41237,2019,01,HOUSEHOLD GOODS,KITCHEN UTENSILS,582,3382.9,2003.615
41238,2019,01,FOOD,BK BAKERY,401,1715.65,617.3629
41239,2019,01,HOUSEHOLD,TRASH BAGS,209,1541.58,540.1058
41240,2019,01,FOOD,BREAKFAST FOODS,7436,28118.6,8870.6865
41241,2019,01,HOUSEHOLD,FABRIC CARE SUPPLIES,1638,13007.68,3959.9755
41242,2019,01,LAWN & GARDEN,TOOLS,100,1210.18,640.1078
41243,2019,01,BEAUTY CARE,COSMETIC BRUSHES/PUFFS,565,2971.27,1867.0517
41244,2019,01,HOUSEHOLD GOODS,COOKWARE,89,2285.33,869.2229
41245,2019,01,FOOD,CHECKOUTS,727,2472.05,868.16
41246,2019,01,HOUSEHOLD,DISH CARE SUPPLIES,482,2288.34,911.1846
41247,2019,01,FOOD,BK FRESH BREAD,683,3006.77,1008.5
41248,2019,01,FOOD,NUTS,3087,16571.28,5446.8636
41249,2019,01,HEALTH CARE,TOILETRIES,1587,10967.54,5146.9847
41250,2019,01,BEAUTY CARE,NAIL ACCESSORIES,581,3301.76,2056.9916
41251,2019,01,FOOTWEAR,CASUALS,66,1693.34,1071.635
41252,2019,01,"CARDS, WRAP & PARTY",SBT AG CARDS,1382,7182.41,3562.975
41253,2019,01,SOFT HOME,JUVENILE BEDDING,63,1501.88,786.6228
41254,2019,01,MAJOR HOME APPLIANCES,VACUUMS / ACCESSORIES,62,2443.79,931.7565
41255,2019,01,TOBACCO & ALCOHOL,CIGARETTES,281,3820.04,550.096
41256,2019,01,HEALTH CARE,ANALGESIC & PAIN,1422,14210.8,6615.5132
41257,2019,01,HOUSEHOLD,PAPER TOWELS,557,3855.13,1508.1599
41258,2019,01,INTIMATE & ACC.,BRANDED BRAS,168,3029.02,1865.8221
41259,2019,01,READERS MARKET,SOUVENIRS,5634,31921.17,15583.3428
41260,2019,01,HARDWARE,WET / DRY VACS AND ACC,26,1027.15,394.2566
41261,2019,01,FOOD,SEASONAL GIFTS,13,59.5,16.45
41262,2019,01,FOOD,FORMULA,965,7532.34,2537.7774
41263,2019,01,HOUSEHOLD,HOUSEHOLD SUPPLIES,837,4650.42,2724.7974
41264,2019,01,"CARDS, WRAP & PARTY",SBT AG PARTY SUPPLIES,832,2136.33,1143.8
41265,2019,01,FOOD,KS - SNACKS,1008,3614.9,1186.6908
41266,2019,01,HOUSEHOLD,CUPS/PLATES/NAPKINS,1326,4093.82,1821.6988
41267,2019,01,HOUSEHOLD,FOOD CONTACT,493,2319.48,1004.1752
41268,2019,01,HOUSEHOLD,PEST CONTROL SUPPLIES,243,1492.66,616.5433
41269,2019,01,HOUSEHOLD,HOUSEHOLD CHEMICALS,2376,10641.01,4343.1692
41270,2019,01,FOOD,CRACKERS,5996,19370.62,5655.9613
41271,2019,01,FOOD,GUMS/MINTS,3499,5918.4,2417.4146
41272,2019,01,FOOTWEAR,WORKBOOTS,131,6647.13,4265.073
41273,2019,01,HOUSEHOLD,BATH TISSUE,556,5192.8,2279.9825
41274,2019,01,HOUSEHOLD,DIAPERS/TRAINING PANTS,1073,13380.11,4849.8032
41275,2019,01,FOOD,KIDDIE CANDY,1625,2648.11,1043.228
41276,2019,01,BEAUTY CARE,SUN CARE,2540,26251.97,10192.722
41277,2019,01,HOME ELECTRONICS,VIDEO/AUDIO ACCESSORIES,154,2329.37,1262.86
41278,2019,01,KIDSWORLD,TOD. UNDERWEAR,100,993.84,585.45
41279,2019,01,MENSWEAR,SHORTS,88,1391.68,912.587
41280,2019,01,HOUSEHOLD GOODS,BEVERAGE APPLIANCES,166,3627.75,1452.6711
41281,2019,01,HOUSEHOLD GOODS,BEDROOM,45,3364.1,1212.8003
41282,2019,01,MENSWEAR,BASIC EDITION DENIM,11,150.98,89.2334
41283,2019,01,HOUSEHOLD GOODS,KITCHEN/DINING,44,6507.65,1957.5894
41284,2019,01,BEAUTY CARE,HAIR ACCESSORIES,673,4332.44,3334.7344
41285,2019,01,MENSWEAR,MENS SPORTS SOCKS,169,2147.36,1200.7741
41286,2019,01,HOUSEHOLD GOODS,HOME OFFICE,25,1155.05,371.0066
41287,2019,01,WOMENS,JUNIORS,166,2443.22,1791.414
41288,2019,01,MENSWEAR,CORE DENIM,234,4505.41,2101.7078
41289,2019,01,HOUSEHOLD GOODS,CASUAL FURNITURE,62,4019.16,1499.9996
41290,2019,01,SOFT HOME,TOWELS,1194,4893.47,2206.7232
41291,2019,01,HOUSEHOLD GOODS,MOTORIZED APPLIANCES,84,2168.86,928.8264
41292,2019,01,MENSWEAR,WRANGLER,90,2149.9,961.1
41293,2019,01,CAR CARE,BATTERY RELATED,3,15.97,8.7484
41294,2019,01,SEASONAL,HOME DECORATIONS,1,1.25,-1.1205
41295,2019,01,HEALTH CARE,RESPIRATORY CARE,1768,15909.93,8640.1237
41296,2019,01,WOMENS,HAWAII,671,9799.83,4621.9577
41297,2019,01,FOOD,PRODUCE,158,413.3,158.882
41298,2019,01,KIDSWORLD,NEWBORN,128,1105.23,696.7638
41299,2019,01,TOYS AND HOBBIES,FASHION DOLLS / ACCESSOR,78,1832.3,1007.1374
41300,2019,01,TOYS AND HOBBIES,LARGE DOLLS,99,1298.7,761.5677
41301,2019,01,MENSWEAR,ACTIVEWEAR,365,4696.61,2930.9672
41302,2019,01,HARDWARE,LIGHTING,114,921.36,606.1843
41303,2019,01,ACCESSORIES,TOTES,3,65.07,43.5985
41304,2019,01,SEASONAL,LIGHTING,4,7.56,-12.8804
41305,2019,01,HOUSEHOLD GOODS,GARMENT CARE,36,1178.09,512.94
41306,2019,01,SEASONAL,PLUSH,2924,11304.91,606.564
41307,2019,01,FOOD,NEW AGE/ WATER,14168,25559.84,10785.1699
41308,2019,01,BEAUTY CARE,REVLON,206,2463.73,1279.0458
41309,2019,01,SOFT HOME,HAWAII HOME,29,2834.71,1222.39
41310,2019,01,BEAUTY CARE,SHAVING,1159,8571.1,3890.11
41311,2019,01,SPORT GD ATHLETIC ,FLOTATION / WATER SPORTS,1038,17458.62,8112.4661
41312,2019,01,HARDWARE,BATH DECOR,306,5533.74,2213.3782
41313,2019,01,SOFT HOME,PILLOWS,1210,7173.77,2846.8684
41314,2019,01,KIDSWORLD,ROOM FURNITURE,23,2542.18,1176.2563
41315,2019,01,CAR CARE,APPEARANCE/MAINTENANCE,251,1452.63,784.26
41316,2019,01,BEAUTY CARE,HAIR CARE,6034,37008.84,17292.9448
41317,2019,01,FOOD,CONDIMENTS,2088,8961.41,3155.8954
41318,2019,01,FOOD,BK FROZEN FOODS,620,3009.42,1105.0758
41319,2019,01,MENSWEAR,MENS UNDERWEAR,942,13071.5,6346.3625
41320,2019,01,TOYS AND HOBBIES,SPORTS TOYS,1009,2510.97,1633.3147
41321,2019,01,KIDSWORLD,GRL LINGERIE/PANTIES,314,2023.67,1209.6835
41322,2019,01,BEAUTY CARE,HAIR APPLIANCES,142,3681.7,1834.95
41323,2019,01,FOOTWEAR,KIDS,103,2027.89,1128.511
41324,2019,01,SPORT GD ATHLETIC ,EXERCISE EQUIPMENT,76,2458.57,852.5849
41325,2019,01,FOOD,CANNED FOODS,9428,24365.19,7053.6343
41326,2019,01,BEAUTY CARE,BAR SOAP / BODY WASH,3411,20990.9,8403.8813
41327,2019,01,HEALTH CARE,PERSONAL HYGIENE,5972,45816.56,20670.5768
41328,2019,01,SPORT GD ATHLETIC ,OUTDOOR CAMPING COOKING,322,7638.08,2896.9772
41329,2019,01,HEALTH CARE,VITAMINS,5089,106840.27,55429.3131
41330,2019,01,KIDSWORLD,BEDDING,67,1046.49,677.705
41331,2019,01,FOOD,MEAL SOLUTIONS,2731,5879.83,1589.8776
41332,2019,01,KIDSWORLD,CARRIERS,103,7650.07,3182.7789
41333,2019,01,STATIONERY,PAPER SUPPLIES,419,1574.04,992.7118
41334,2019,01,FOOD,BK REFRIGERATED FOODS,1070,4003.52,1381.779
41335,2019,01,WOMENS,DENIM - BRANDED,102,1893.28,834.8487
41336,2019,01,INTIMATE & ACC.,SWIMWEAR,78,1092.6,771.1619999999999
41337,2019,01,WOMENS,BE KNIT TOPS,126,1449.79,985.961
41338,2019,01,HARDWARE,MTS,51,4475.35,1076.8407
41339,2019,02,STATIONERY,HOME OFFICE,400,2344.08,1400.0669
41340,2019,02,HOUSEHOLD,TRASH BAGS,190,1372.75,443.6255
41341,2019,02,HEALTH CARE,ORAL CARE,6516,42379.13,20398.9272
41342,2019,02,FOOD,CRACKERS,7423,20092.49,4212.3214
41343,2019,02,FOOD,FORMULA,779,6740.3,2049.5378
41344,2019,02,CAR CARE,BATTERY RELATED,5,197.95,126.7264
41345,2019,02,KIDSWORLD,GRL LINGERIE/PANTIES,253,1498.61,914.0686
41346,2019,02,FOOD,BREAKFAST FOODS,7803,31810.48,9573.716
41347,2019,02,KIDSWORLD,BOY UNDERWEAR,209,1313.52,726.1073
41348,2019,02,KIDSWORLD,CARRIERS,113,7198.07,2919.1158
41349,2019,02,FOOD,SALTY SNACKS,11277,30730.74,10858.6832
41350,2019,02,FOOD,NUTS,3134,17957.38,6058.7108
41351,2019,02,HOUSEHOLD,HOUSEHOLD SUPPLIES,729,4118.57,2436.3691
41352,2019,02,TOYS AND HOBBIES,LARGE DOLLS,102,1126.05,663.7871
41353,2019,02,FOOD,CHECKOUTS,617,1951.53,690.09
41354,2019,02,HOUSEHOLD,CUPS/PLATES/NAPKINS,1273,4203.12,1959.4826
41355,2019,02,SPORT GD ATHLETIC ,LURES / TACKLE / TACKLE,189,1034.8,601.91
41356,2019,02,HOUSEHOLD,PEST CONTROL SUPPLIES,215,1380.8,576.5522
41357,2019,02,FOOTWEAR,BEACH,329,5114.32,2787.119
41358,2019,02,BEAUTY CARE,SHAVING,984,8203.8,3521.3199
41359,2019,02,FOOD,COOKIES,8248,29345.86,10145.5849
41360,2019,02,HOUSEHOLD,DISH CARE SUPPLIES,446,2001.79,722.6896
41361,2019,02,HOUSEHOLD,FOOD CONTACT,436,1979.1,902.8336
41362,2019,02,SEASONAL,PLUSH,504,3112.34,-348.569
41363,2019,02,HOUSEHOLD,HOUSEHOLD CHEMICALS,2406,10794.71,4361.852
41364,2019,02,FOOD,KS - SNACKS,910,3334.91,1041.3781
41365,2019,02,FOOD,SHELF STABLE JUICES & DRINKS,8854,15569.8,5535.3367
41366,2019,02,FOOTWEAR,CASUALS,43,1037.57,671.682
41367,2019,02,HARDWARE,LIGHTING,85,693.71,454.7458
41368,2019,02,HOUSEHOLD,DOG FOOD,4133,31023.39,11894.6823
41369,2019,02,FOOD,BK BAKERY,469,2432.79,881.0665
41370,2019,02,HOUSEHOLD,BATH TISSUE,775,6765.68,2351.376
41371,2019,02,HOUSEHOLD,CAT LITTER/PANS,208,2728.02,1134.1708
41372,2019,02,FOOD,BK FRESH BREAD,662,2878.74,964.78
41373,2019,02,WOMENS,JUNIORS,154,2198.45,1628.924
41374,2019,02,TOYS AND HOBBIES,POOLS,70,1869.75,963.752
41375,2019,02,BEAUTY CARE,HAIR CARE,5791,34512.62,15930.7125
41376,2019,02,HARDWARE,STORAGE SYSTEMS,34,1166.7,382.6856
41377,2019,02,FOOD,ETHNIC FOODS,21615,69052.89,16784.689
41378,2019,02,BEAUTY CARE,HAIR ACCESSORIES,593,3783.48,2909.8733
41379,2019,02,FOOTWEAR,CASUALS,67,819.27,517.5269999999999
41380,2019,02,INTIMATE & ACC.,BRANDED BRAS,247,3235.23,1482.1752
41381,2019,02,HEALTH CARE,RESPIRATORY CARE,1508,13960.68,7548.3876
41382,2019,02,TOYS AND HOBBIES,FASHION DOLLS / ACCESSOR,75,1626.81,881.4471
41383,2019,02,TOYS AND HOBBIES,PRESCHOOL,156,3658.76,2182.208
41384,2019,02,STATIONERY,ARTS & CRAFTS,526,2276.72,1502.3503
41385,2019,02,HOUSEHOLD,CAT FOODS,1492,7126.73,2819.0186
41386,2019,02,FOOD,NEW AGE/ WATER,13753,26766.29,11495.5298
41387,2019,02,SPORT GD ATHLETIC ,COOLERS / JUGS / LUNCH K,101,2122.28,1151.9616
41388,2019,02,FOOTWEAR,BEACH,12,85.88,43.048
41389,2019,02,"CARDS, WRAP & PARTY",SBT AG PARTY SUPPLIES,851,2338.03,1226.56
41390,2019,02,SPORT GD ATHLETIC ,OUTDOOR CAMPING / SLEEPI,120,7388.58,3139.7987
41391,2019,02,HOUSEHOLD GOODS,HEATING APPLIANCES,258,7073.12,2632.1528
41392,2019,02,KIDSWORLD,BEDDING,55,809.28,516.822
41393,2019,02,HOUSEHOLD GOODS,BEVERAGE APPLIANCES,116,2237.24,1111.6296
41394,2019,02,HOUSEHOLD GOODS,MICROWAVES & REFRIGERATO,85,5728.71,1853.4296
41395,2019,02,HOUSEHOLD,DOG TREATS,763,5143.93,2326.2598
41396,2019,02,BEAUTY CARE,HAIR APPLIANCES,149,3440.87,1688.4093
41397,2019,02,KIDSWORLD,ROOM FURNITURE,16,1642.24,780.7124
41398,2019,02,SOFT HOME,TOWELS,1612,6325.33,2636.6212
41399,2019,02,HOUSEHOLD,DOG ACCESSORIES,693,7014.6,4653.2411
41400,2019,02,HOUSEHOLD,DIAPERS/TRAINING PANTS,1087,13507.49,4957.9862
41401,2019,02,HOUSEHOLD,PAPER TOWELS,605,4446.67,1663.1889
41402,2019,02,FOOTWEAR,WORKBOOTS,106,5099.4,3296.8139
41403,2019,02,TOYS AND HOBBIES,FIGURES,275,5956.79,3203.3823
41404,2019,02,BEAUTY CARE,BAR SOAP / BODY WASH,3371,20364.7,8230.1221
41405,2019,02,OUTDOOR LIVING,RESIN FURNITURE,46,632.54,372.38
41406,2019,02,MAJOR HOME APPLIANCES,FANS AND ACCESSORIES,171,4141.52,1623.7745
41407,2019,02,SPORT GD ATHLETIC ,OUTDOOR CAMPING COOKING,442,8046.38,3262.1487
41408,2019,02,KIDSWORLD,TOD. UNDERWEAR,131,1161.11,639.1056
41409,2019,02,HOUSEHOLD GOODS,DINNERWARE,632,719.36,408.8225
41410,2019,02,ACCESSORIES,TOTES,10,184.7,124.7676
41411,2019,02,FOOTWEAR,BEACH,370,3062.22,1771.249
41412,2019,02,FOOTWEAR,CASUALS,129,2146.47,1394.555
41413,2019,02,STATIONERY,PAPER SUPPLIES,383,1325.65,813.5569
41414,2019,02,HOUSEHOLD GOODS,CANDLES / ACCESSORIES,267,1706.22,1177.8719
41415,2019,02,CAR CARE,BATTERIES,6,724.94,214.94
41416,2019,02,WOMENS,BODY/ACTIVE WEAR,248,3519.75,2446.5031
41417,2019,02,STATIONERY,WRITING SUPPLIES,408,2187.85,1385.7607
41418,2019,02,HOUSEHOLD,FABRIC CARE SUPPLIES,1583,13441.13,4058.9382
41419,2019,02,FOOTWEAR,KIDS,116,2289.73,1295.6864
41420,2019,02,SPORT GD ATHLETIC ,FLOTATION / WATER SPORTS,946,15513.73,6987.2572
41421,2019,02,WOMENS,BE KNIT TOPS,131,1364.53,846.4886
41422,2019,02,KIDSWORLD,FURNITURE ACC,29,772.63,400.61
41423,2019,02,INTIMATE & ACC.,SWIMWEAR,24,530.87,400.11
41424,2019,02,KIDSWORLD,BIBS/FEEDING,522,5404.52,3148.7959
41425,2019,02,HOUSEHOLD GOODS,GARMENT CARE,49,2205.59,910.67
41426,2019,02,HOUSEHOLD GOODS,MOTORIZED APPLIANCES,96,2401.34,971.5763
41427,2019,02,FOOD,HOT BEVERAGES,4346,16939.71,5770.0051
41428,2019,02,BEAUTY CARE,NAIL ACCESSORIES,485,2755.42,1685.3485
41429,2019,02,WOMENS,HAWAII,572,8466.06,4050.4956
41430,2019,02,HOUSEHOLD GOODS,COOKWARE,63,1535.2,597.12
41431,2019,02,FOOD,BK FROZEN FOODS,543,2207.24,811.7226
41432,2019,02,MENSWEAR,MENS HAWAII,1375,15679.44,7382.2854
41433,2019,02,BEAUTY CARE,MAYBELLINE,419,4292.79,2459.8835
41434,2019,02,HEALTH CARE,PERSONAL HYGIENE,5843,45662.14,20748.1259
41435,2019,02,HOUSEHOLD GOODS,FOOD STORAGE,282,2289.17,1243.6025
41436,2019,02,HOUSEHOLD GOODS,KITCHEN UTENSILS,426,2091.83,1325.6973
41437,2019,02,SPORT GD ATHLETIC ,LUGGAGE,123,3305.67,1435.7065
41438,2019,02,TOYS AND HOBBIES,PLAY BALLS,152,3133.12,1999.6775
41439,2019,02,HEALTH CARE,TOILETRIES,1687,10979.88,5064.9607
41440,2019,02,HOUSEHOLD GOODS,TOTES,771,7278.14,2847.6222
41441,2019,02,LAWN & GARDEN,TOOLS,96,1265.04,723.0201
41442,2019,02,BEAUTY CARE,SUN CARE,2517,21587.33,5795.6034
41443,2019,02,HARDWARE,WET / DRY VACS AND ACC,45,1932.79,730.6672
41444,2019,02,MENSWEAR,MENS UNDERWEAR,935,12557.78,5964.0441
41445,2019,02,READERS MARKET,SOUVENIRS,5870,34729.57,17029.4913
41446,2019,02,HOME ELECTRONICS,TELEPHONE/ACCESSORIES,77,2127.82,597.51
41447,2019,02,TOYS AND HOBBIES,BEACH / YARD TOYS,392,1658.19,703.1644
41448,2019,02,SOFT HOME,HAWAII HOME,38,3512.32,1284.38
41449,2019,02,HOUSEHOLD GOODS,ASOTV,136,3781.26,1987.5853
41450,2019,02,HOUSEHOLD GOODS,CLOSET ACCESSORIES,475,4703.75,2665.2631
41451,2019,02,MAJOR HOME APPLIANCES,AIR CONDITIONERS,30,5621.3,1404.6223
41452,2019,02,SPORT GD ATHLETIC ,BIKES,22,1999.27,643.8418
41453,2019,02,SPORT GD ATHLETIC ,EXERCISE EQUIPMENT,101,4075.55,1354.5878
41454,2019,02,FOOD,KIDDIE CANDY,2061,3158.39,1161.476
41455,2019,02,TOYS AND HOBBIES,SPORTS TOYS,1191,2789.08,1800.1622
41456,2019,02,FOOD,CARBONATED SOFT DRINK,4354,8896.17,3048.9812
41457,2019,02,FOOD,SEASONAL GIFTS,2,10.0,3.0
41458,2019,02,HEALTH CARE,DIGESTIVE HEALTH,3066,24638.21,10606.3744
41459,2019,02,FOOD,PRODUCE,145,449.89,179.83
41460,2019,02,SOFT HOME,PILLOWS,156,1578.74,1090.5287
41461,2019,02,MENSWEAR,WRANGLER,61,1569.56,733.63
41462,2019,02,"CARDS, WRAP & PARTY",SBT AG WRAP,947,3189.12,1591.555
41463,2019,02,HEALTH CARE,NUTRITION,678,7299.35,1905.5002
41464,2019,02,MENSWEAR,ACTIVEWEAR,265,3225.22,1994.8427
41465,2019,02,HEALTH CARE,EYE CARE,421,5749.15,3233.1451
41466,2019,02,MENSWEAR,CORE DENIM,210,3973.35,1894.1251
41467,2019,02,KIDSWORLD,NEWBORN,105,1026.95,652.1913
41468,2019,02,OUTDOOR LIVING,GRILLS,95,1967.42,624.6132
41469,2019,02,BEAUTY CARE,COVER GIRL,262,2666.86,1438.4045
41470,2019,02,MENSWEAR,BASIC EDITION DENIM,10,128.6,72.4637
41471,2019,02,FOOD,MEAL SOLUTIONS,2388,4914.3,1201.3324
41472,2019,02,FOOD,CONDIMENTS,1845,7762.01,2691.5454
41473,2019,02,HOME ELECTRONICS,TUBE TELEVISIONS,6,3324.37,1082.37
41474,2019,02,CAR CARE,APPEARANCE/MAINTENANCE,253,1787.48,990.82
41475,2019,02,FOOD,BK REFRIGERATED FOODS,1175,4151.7,1387.18
41476,2019,02,TOYS AND HOBBIES,SMALL GIRLS TOYS,729,12332.4,5490.6467
41477,2019,02,HOME ELECTRONICS,VIDEO/AUDIO ACCESSORIES,122,1949.43,1048.3426
41478,2019,02,HOME ELECTRONICS,DVD HARDWARE,18,971.07,477.07
41479,2019,02,SOFT HOME,JUVENILE BEDDING,80,1759.74,974.1109
41480,2019,02,HOUSEHOLD GOODS,HOME OFFICE,8,485.92,164.1168
41481,2019,02,BEAUTY CARE,SKIN CARE,2388,21827.07,10560.9686
41482,2019,02,MENSWEAR,SHORTS,66,1542.25,1108.881
41483,2019,02,FOOD,SINGLE SERVE,2049,2952.51,1182.4956
41484,2019,02,HARDWARE,MTS,21,2722.51,593.4228
41485,2019,02,FOOD,CANNED FOODS,9016,25533.0,7492.2442
41486,2019,02,BEAUTY CARE,SPECIALTY,872,4087.49,2258.9678
41487,2019,02,"CARDS, WRAP & PARTY",SBT AG CARDS,1621,9177.93,4559.75
41488,2019,02,FOOD,GUMS/MINTS,3421,5813.11,2371.703
41489,2019,02,KIDSWORLD,HAWAII CHILDREN,170,2831.03,1507.4298
41490,2019,02,FOOD,CHRISTMAS CANDY,116,282.98,37.81
